Model,Language,"URL (YouTube, etc.)",Upload Files,Microphone Input,Task,VAD,VAD - Merge Window (s),VAD - Max Merge Size (s),VAD - Padding (s),VAD - Prompt Window (s),VAD - Initial Prompt Mode,Initial Prompt,Temperature,Best Of - Non-zero temperature,Beam Size - Zero temperature,Patience - Zero temperature,Length Penalty - Any temperature,Suppress Tokens - Comma-separated list of token IDs,Condition on previous text,FP16,Temperature increment on fallback,Compression ratio threshold,Logprob threshold,No speech threshold,Download,Transcription,Segments,flag,username,timestamp
medium,,,,,transcribe,silero-vad,5,30,1,3,,,,,,2023-04-26 16:14:50.284896
